Code,Title,Description,Source
923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)","Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)",NAICS
92314,Administration of Veterans' Affairs,Administration of Veterans' Affairs,NAICS
923140,Administration of Veterans' Affairs,Administration of Veterans' Affairs,NAICS
924,Administration of Environmental Quality Programs,Administration of Environmental Quality Programs,NAICS
9241,Administration of Environmental Quality Programs,Administration of Environmental Quality Programs,NAICS
92411,Administration of Air and Water Resource and Solid Waste Management Programs,Administration of Air and Water Resource and Solid Waste Management Programs,NAICS
924110,Administration of Air and Water Resource and Solid Waste Management Programs,Administration of Air and Water Resource and Solid Waste Management Programs,NAICS
92412,Administration of Conservation Programs,Administration of Conservation Programs,NAICS
924120,Administration of Conservation Programs,Administration of Conservation Programs,NAICS
925,"Administration of Housing Programs, Urban Planning, and Community Development","Administration of Housing Programs, Urban Planning, and Community Development",NAICS
9251,"Administration of Housing Programs, Urban Planning, and Community Development","Administration of Housing Programs, Urban Planning, and Community Development",NAICS
92511,Administration of Housing Programs,Administration of Housing Programs,NAICS
925110,Administration of Housing Programs,Administration of Housing Programs,NAICS
92512,Administration of Urban Planning and Community and Rural Development,Administration of Urban Planning and Community and Rural Development,NAICS
925120,Administration of Urban Planning and Community and Rural Development,Administration of Urban Planning and Community and Rural Development,NAICS
926,Administration of Economic Programs,Administration of Economic Programs,NAICS
9261,Administration of Economic Programs,Administration of Economic Programs,NAICS
92611,Administration of General Economic Programs,Administration of General Economic Programs,NAICS
926110,Administration of General Economic Programs,Administration of General Economic Programs,NAICS
92612,Regulation and Administration of Transportation Programs,Regulation and Administration of Transportation Programs,NAICS
926120,Regulation and Administration of Transportation Programs,Regulation and Administration of Transportation Programs,NAICS
92613,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities","Regulation and Administration of Communications, Electric, Gas, and Other Utilities",NAICS
926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities","Regulation and Administration of Communications, Electric, Gas, and Other Utilities",NAICS
92614,Regulation of Agricultural Marketing and Commodities,Regulation of Agricultural Marketing and Commodities,NAICS
926140,Regulation of Agricultural Marketing and Commodities,Regulation of Agricultural Marketing and Commodities,NAICS
92615,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors","Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",NAICS
926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors","Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",NAICS
927,Space Research and Technology,Space Research and Technology,NAICS
9271,Space Research and Technology,Space Research and Technology,NAICS
92711,Space Research and Technology,Space Research and Technology,NAICS
927110,Space Research and Technology,Space Research and Technology,NAICS
928,National Security and International Affairs,National Security and International Affairs,NAICS
9281,National Security and International Affairs,National Security and International Affairs,NAICS
92811,National Security,National Security,NAICS
928110,National Security,National Security,NAICS
92812,International Affairs,International Affairs,NAICS
928120,International Affairs,International Affairs,NAICS
1111,"Crop and animal production, hunting and related service activities",Growing of wheat,NIC
1112,"Crop and animal production, hunting and related service activities","Growing of jowar, bajra and millets",NIC
1113,"Crop and animal production, hunting and related service activities",Growing of other cereals,NIC
1114,"Crop and animal production, hunting and related service activities","Growing of pulses (dal) and other leguminous crops such as peas and beans, not used as oilseeds",NIC
1115,"Crop and animal production, hunting and related service activities",Growing of mustard oil seed,NIC
1116,"Crop and animal production, hunting and related service activities",Growing of groundnut oil seed,NIC
1117,"Crop and animal production, hunting and related service activities",Growing of sunflower oil seed,NIC
1118,"Crop and animal production, hunting and related service activities",Growing of soya bean oil seed,NIC
1119,"Crop and animal production, hunting and related service activities",Growing of other oil seeds,NIC
1121,"Crop and animal production, hunting and related service activities",Organic farming of basmati rice,NIC
1122,"Crop and animal production, hunting and related service activities",Organic farming of non-basmati rice,NIC
1123,"Crop and animal production, hunting and related service activities",Inorganic farming of basmati rice,NIC
1124,"Crop and animal production, hunting and related service activities",Inorganic farming of non-basmati rice,NIC
1131,"Crop and animal production, hunting and related service activities","Growing of asparagus, cabbages, cauliflower, broccoli, lettuce, chicory, spinach and other leafy or stem vegetables",NIC
1132,"Crop and animal production, hunting and related service activities","Growing of cucumbers, gherkins, aubergines, tomatoes, watermelons, cantaloupes , melons and other fruit-bearing vegetables",NIC
1133,"Crop and animal production, hunting and related service activities",Growing of onion,NIC
1134,"Crop and animal production, hunting and related service activities","Growing of carrots, beets,turnips, garlic, leeks and other root, bulb vegetables(onion excluded)",NIC
1135,"Crop and animal production, hunting and related service activities","Growing of potatoes and other tubers such as sweet potatoes, cassava, yams",NIC
1136,"Crop and animal production, hunting and related service activities",Growing of mushrooms and truffles,NIC
1137,"Crop and animal production, hunting and related service activities",Growing of vegetable seeds (except beet seed),NIC
1139,"Crop and animal production, hunting and related service activities","Growing of vegetables, n.e.c.",NIC
1140,"Crop and animal production, hunting and related service activities",Growing of sugar cane,NIC
1150,"Crop and animal production, hunting and related service activities",Growing of tobacco,NIC
1161,"Crop and animal production, hunting and related service activities",Growing of cotton,NIC
1162,"Crop and animal production, hunting and related service activities",Growing of jute,NIC
1169,"Crop and animal production, hunting and related service activities",Growing of other fibre crops,NIC
1191,"Crop and animal production, hunting and related service activities",Growing of rose,NIC
1192,"Crop and animal production, hunting and related service activities",Growing of gladiolus,NIC
1193,"Crop and animal production, hunting and related service activities","Growing of other flowers, including production of cut flowers, flower buds and flower seeds",NIC
1199,"Crop and animal production, hunting and related service activities","Growing of other non-perennial crops including beet seed and padding materials, n.e.c.",NIC
1210,"Crop and animal production, hunting and related service activities",Growing of grapes,NIC
1221,"Crop and animal production, hunting and related service activities",Growing of mangoes,NIC
1222,"Crop and animal production, hunting and related service activities",Growing of bananas,NIC
1223,"Crop and animal production, hunting and related service activities",Growing of pineapples,NIC
1224,"Crop and animal production, hunting and related service activities",Growing of lichchis,NIC
1225,"Crop and animal production, hunting and related service activities",Growing of guava,NIC
1229,"Crop and animal production, hunting and related service activities",Growing of other tropical and sub tropical fruits,NIC
1231,"Crop and animal production, hunting and related service activities",Growing of oranges,NIC
1232,"Crop and animal production, hunting and related service activities",Growing of mousambi (grape fruit),NIC
1233,"Crop and animal production, hunting and related service activities",Growing of lemons and lime,NIC
1239,"Crop and animal production, hunting and related service activities",Growing of other citrus fruits,NIC
1241,"Crop and animal production, hunting and related service activities",Growing of apples,NIC
1242,"Crop and animal production, hunting and related service activities","Growing of appricots, peaches and nectarines",NIC
1243,"Crop and animal production, hunting and related service activities",Growing of cherries and sour cherries,NIC
1249,"Crop and animal production, hunting and related service activities",Growing of other pome fruits and stone fruits,NIC
1251,"Crop and animal production, hunting and related service activities",Growing of strawberries and other berries,NIC
1252,"Crop and animal production, hunting and related service activities","Growing of edible nuts (almonds, cashew nuts, chestnuts, hazelnuts pistachios, walnuts and other nuts)",NIC
1259,"Crop and animal production, hunting and related service activities","Growing of other tree and bush fruits, n.e.c.",NIC
1261,"Crop and animal production, hunting and related service activities",Growing of coconut,NIC
1262,"Crop and animal production, hunting and related service activities",Growing of olives and oil palms,NIC
1269,"Crop and animal production, hunting and related service activities",Growing of other oleaginous fruits,NIC
1271,"Crop and animal production, hunting and related service activities",Growing of tea,NIC
1272,"Crop and animal production, hunting and related service activities",Growing of coffee,NIC
1273,"Crop and animal production, hunting and related service activities",Growing of cocoa,NIC
1279,"Crop and animal production, hunting and related service activities",Growing of other beverage crops,NIC
1281,"Crop and animal production, hunting and related service activities",Growing of ginger,NIC
1282,"Crop and animal production, hunting and related service activities",Growing of chili,NIC
1283,"Crop and animal production, hunting and related service activities",Growing of cardamoms,NIC
1284,"Crop and animal production, hunting and related service activities","Growing of perennial and non-perennial spices and aromatic crops (pepper, capsicum, nutmeg, mace, anise, badian and fennel, cinnamon (canella), cloves, vanilla and other spices and aromatic crops)",NIC
1285,"Crop and animal production, hunting and related service activities",Growing of drug and narcotic crops,NIC
1286,"Crop and animal production, hunting and related service activities","Growing of plants used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes",NIC
1287,"Crop and animal production, hunting and related service activities",Growing of heena leaves (mehendi),NIC
1291,"Crop and animal production, hunting and related service activities",Growing of rubber trees,NIC
1292,"Crop and animal production, hunting and related service activities",Growing of trees for extraction of sap,NIC
1293,"Crop and animal production, hunting and related service activities",Growing of bamboo and cane,NIC
1299,"Crop and animal production, hunting and related service activities","Growing of other perennial crops, n.e.c.",NIC
1301,"Crop and animal production, hunting and related service activities",Growing of plants for planting,NIC
1411,"Crop and animal production, hunting and related service activities",Raising and breeding of cattle and buffaloes,NIC
1412,"Crop and animal production, hunting and related service activities",Production of milk from cows or buffaloes,NIC
1413,"Crop and animal production, hunting and related service activities",Production of bovine semen,NIC
1430,"Crop and animal production, hunting and related service activities",Raising and breeding of camels and camelids,NIC
1441,"Crop and animal production, hunting and related service activities",Raising and breeding of sheep and goats,NIC
1442,"Crop and animal production, hunting and related service activities",Production of milk from sheep or goat,NIC
1443,"Crop and animal production, hunting and related service activities",Production of raw wool,NIC
1450,"Crop and animal production, hunting and related service activities",Raising of swine/pigs (including breeding of swine/pigs),NIC
1461,"Crop and animal production, hunting and related service activities","Raising and breeding of chickens and capons, ducks, geese, turkeys and guinea fowls chickens and capons, ducks, geese, turkeys and guinea fowls",NIC
1462,"Crop and animal production, hunting and related service activities",Production of eggs,NIC
1463,"Crop and animal production, hunting and related service activities",Operation of poultry hatcheries,NIC
